Terminal: [6]
 Agents at terminal: 30
Agent ID; Capacity; starttime; endtime; start loc; end loc
ID;Start location; End location; Terminal; Bus;Embarkment
571;277;414;10;;
572;414;411;; terminalbus;
573;411;125;9;;
574;125;125;9;;1
Pasenger : 196
 Start: 344 End: 125
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
575;344;125;9;;
576;125;125;9;;1
Pasenger : 198
 Start: 273 End: 125
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
577;273;64;; airsidebus;
578;64;125;9;;
579;125;125;9;;1
Pasenger : 200
 Start: 71 End: 182
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
580;71;27;; airsidebus;
581;27;182;3;;
582;182;182;3;;1
Pasenger : 201
 Start: 162 End: 122
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
583;162;412;3;;
584;412;411;; terminalbus;
585;411;122;9;;
586;122;122;9;;1
Pasenger : 202
 Start: 35 End: 197
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
587;35;27;; airsidebus;
588;27;412;3;;
589;412;413;; terminalbus;
590;413;197;4;;
591;197;197;4;;1
Pasenger : 203
 Start: 240 End: 152
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
592;240;64;; airsidebus;
593;64;411;9;;
594;411;415;; terminalbus;
595;415;152;6;;
596;152;152;6;;1
Pasenger : 204
 Start: 240 End: 152
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
597;240;64;; airsidebus;
598;64;411;9;;
599;411;415;; terminalbus;
600;415;152;6;;
601;152;152;6;;1
Pasenger : 205
 Start: 162 End: 149
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
602;162;412;3;;
603;412;415;; terminalbus;
604;415;149;6;;
605;149;149;6;;1
Pasenger : 206
 Start: 240 End: 125
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
606;240;64;; airsidebus;
607;64;125;9;;
608;125;125;9;;1
Pasenger : 207
 Start: 296 End: 183
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
609;296;414;10;;
610;414;412;; terminalbus;
611;412;183;3;;
612;183;183;3;;1
Pasenger : 208
 Start: 296 End: 180
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
613;296;414;10;;
614;414;412;; terminalbus;
615;412;180;3;;
616;180;180;3;;1
Pasenger : 210
 Start: 162 End: 129
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
617;162;412;3;;
618;412;411;; terminalbus;
619;411;129;9;;
620;129;129;9;;1
Pasenger : 211
 Start: 363 End: 177
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
621;363;177;3;;
622;177;177;3;;1
Pasenger : 212
 Start: 178 End: 197
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
623;178;412;3;;
624;412;413;; terminalbus;
625;413;197;4;;
626;197;197;4;;1
Pasenger : 213
 Start: 178 End: 57
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
627;178;412;3;;
628;412;409;; terminalbus;
629;409;57;7;;
630;57;57;7;;1
Pasenger : 214
 Start: 178 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
631;178;60;3;;
Pasenger : 216
 Start: 272 End: 12
Segments: 6
ID;Start location; End location; Terminal; Bus;Embarkment
632;272;64;; airsidebus;
633;64;411;9;;
634;411;409;; terminalbus;
635;409;51;7;;
636;51;51;7;;1
637;51;12;; airsidebus;
Pasenger : 217
 Start: 166 End: 149
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
638;166;412;3;;
639;412;415;; terminalbus;
640;415;149;6;;
641;149;149;6;;1
Pasenger : 218
 Start: 166 End: 149
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
642;166;412;3;;
643;412;415;; terminalbus;
644;415;149;6;;
645;149;149;6;;1
Pasenger : 219
 Start: 166 End: 149
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
646;166;412;3;;
647;412;415;; terminalbus;
648;415;149;6;;
649;149;149;6;;1
Pasenger : 220
 Start: 166 End: 13
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
650;166;412;3;;
651;412;407;; terminalbus;
652;407;13;2;;
653;13;13;2;;1
Pasenger : 223
 Start: 339 End: 173
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
654;339;173;3;;
655;173;173;3;;1
Pasenger : 224
 Start: 358 End: 173
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
656;358;173;3;;
657;173;173;3;;1
Pasenger : 225
 Start: 338 End: 238
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
658;338;238;10;;
659;238;238;10;;1
Pasenger : 227
 Start: 338 End: 238
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
660;338;238;10;;
661;238;238;10;;1
Pasenger : 231
 Start: 339 End: 69
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
662;339;69;8;;
663;69;69;8;;1
Pasenger : 234
 Start: 60 End: 143
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
664;60;143;6;;
665;143;143;6;;1
Pasenger : 235
 Start: 60 End: 199
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
666;60;199;4;;
667;199;199;4;;1
Pasenger : 236
 Start: 174 End: 43
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
668;174;412;3;;
669;412;409;; terminalbus;
670;409;43;7;;
671;43;43;7;;1
Pasenger : 237
 Start: 125 End: 199
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
672;125;411;9;;
673;411;413;; terminalbus;
674;413;199;4;;
675;199;199;4;;1
Pasenger : 238
 Start: 362 End: 180
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
676;362;180;3;;
677;180;180;3;;1
Pasenger : 239
 Start: 370 End: 176
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
678;370;176;3;;
679;176;176;3;;1
Pasenger : 242
 Start: 344 End: 112
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
685;344;112;9;;
686;112;112;9;;1
Pasenger : 243
 Start: 347 End: 155
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
687;347;155;6;;
688;155;155;6;;1
Pasenger : 244
 Start: 351 End: 139
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
689;351;139;6;;
690;139;139;6;;1
Pasenger : 245
 Start: 371 End: 208
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
691;371;208;4;;
692;208;208;4;;1
Pasenger : 246
 Start: 349 End: 129
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
693;349;129;9;;
694;129;129;9;;1
Pasenger : 247
 Start: 330 End: 12
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
695;330;51;7;;
696;51;51;7;;1
697;51;12;; airsidebus;
Pasenger : 248
 Start: 114 End: 178
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
698;114;411;9;;
699;411;412;; terminalbus;
700;412;178;3;;
701;178;178;3;;1
Pasenger : 249
 Start: 114 End: 178
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
702;114;411;9;;
703;411;412;; terminalbus;
704;412;178;3;;
705;178;178;3;;1
Pasenger : 250
 Start: 116 End: 235
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
706;116;411;9;;
707;411;414;; terminalbus;
708;414;235;10;;
709;235;235;10;;1
Pasenger : 251
 Start: 116 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
710;116;60;9;;
Pasenger : 252
 Start: 116 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
711;116;60;9;;
Pasenger : 253
 Start: 298 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
712;298;60;6;;
Pasenger : 254
 Start: 298 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
713;298;60;6;;
Pasenger : 255
 Start: 114 End: 93
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
714;114;411;9;;
715;411;410;; terminalbus;
716;410;93;8;;
717;93;93;8;;1
Pasenger : 256
 Start: 114 End: 199
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
718;114;411;9;;
719;411;413;; terminalbus;
720;413;199;4;;
721;199;199;4;;1
Pasenger : 257
 Start: 116 End: 208
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
722;116;411;9;;
723;411;413;; terminalbus;
724;413;208;4;;
725;208;208;4;;1
Pasenger : 258
 Start: 114 End: 208
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
726;114;411;9;;
727;411;413;; terminalbus;
728;413;208;4;;
729;208;208;4;;1
Pasenger : 259
 Start: 116 End: 208
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
730;116;411;9;;
731;411;413;; terminalbus;
732;413;208;4;;
733;208;208;4;;1
Pasenger : 260
 Start: 298 End: 146
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
734;298;146;6;;
735;146;146;6;;1
Pasenger : 261
 Start: 298 End: 146
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
736;298;146;6;;
737;146;146;6;;1
Pasenger : 262
 Start: 298 End: 146
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
738;298;146;6;;
739;146;146;6;;1
Pasenger : 263
 Start: 370 End: 190
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
740;370;190;4;;
741;190;190;4;;1
Pasenger : 264
 Start: 367 End: 208
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
742;367;208;4;;
743;208;208;4;;1
Pasenger : 265
 Start: 396 End: 139
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
744;396;409;7;;
745;409;415;; terminalbus;
746;415;139;6;;
747;139;139;6;;1
Pasenger : 266
 Start: 123 End: 230
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
748;123;411;9;;
749;411;414;; terminalbus;
750;414;230;10;;
751;230;230;10;;1
Pasenger : 267
 Start: 123 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
752;123;60;9;;
Pasenger : 268
 Start: 371 End: 208
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
753;371;208;4;;
754;208;208;4;;1
Pasenger : 269
 Start: 161 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
755;161;60;6;;
Pasenger : 270
 Start: 161 End: 139
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
756;161;139;6;;
757;139;139;6;;1
Pasenger : 271
 Start: 161 End: 139
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
758;161;139;6;;
759;139;139;6;;1
Pasenger : 272
 Start: 161 End: 130
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
760;161;415;6;;
761;415;411;; terminalbus;
762;411;130;9;;
763;130;130;9;;1
Pasenger : 273
 Start: 165 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
764;165;60;6;;
Pasenger : 274
 Start: 165 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
765;165;60;6;;
Pasenger : 275
 Start: 165 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
766;165;60;6;;
Pasenger : 276
 Start: 165 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
767;165;60;6;;
Pasenger : 277
 Start: 165 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
768;165;60;6;;
Pasenger : 278
 Start: 350 End: 139
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
769;350;139;6;;
770;139;139;6;;1
Pasenger : 280
 Start: 304 End: 174
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
776;304;64;; airsidebus;
777;64;411;9;;
778;411;412;; terminalbus;
779;412;174;3;;
780;174;174;3;;1
Pasenger : 281
 Start: 304 End: 174
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
781;304;64;; airsidebus;
782;64;411;9;;
783;411;412;; terminalbus;
784;412;174;3;;
785;174;174;3;;1
Pasenger : 282
 Start: 304 End: 32
Segments: 6
ID;Start location; End location; Terminal; Bus;Embarkment
786;304;64;; airsidebus;
787;64;411;9;;
788;411;410;; terminalbus;
789;410;94;8;;
790;94;94;8;;1
791;94;32;; airsidebus;
Pasenger : 283
 Start: 133 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
792;133;60;9;;
Pasenger : 284
 Start: 133 End: 124
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
793;133;124;9;;
794;124;124;9;;1
Pasenger : 285
 Start: 133 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
795;133;60;9;;
Pasenger : 286
 Start: 307 End: 143
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
796;307;143;6;;
797;143;143;6;;1
Pasenger : 287
 Start: 307 End: 162
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
798;307;415;6;;
799;415;412;; terminalbus;
800;412;162;3;;
801;162;162;3;;1
Pasenger : 288
 Start: 133 End: 192
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
802;133;411;9;;
803;411;413;; terminalbus;
804;413;192;4;;
805;192;192;4;;1
Pasenger : 289
 Start: 133 End: 16
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
806;133;411;9;;
807;411;407;; terminalbus;
808;407;16;2;;
809;16;16;2;;1
Pasenger : 290
 Start: 204 End: 69
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
810;204;413;4;;
811;413;410;; terminalbus;
812;410;69;8;;
813;69;69;8;;1
Pasenger : 291
 Start: 208 End: 19
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
814;208;413;4;;
815;413;407;; terminalbus;
816;407;19;2;;
817;19;19;2;;1
Pasenger : 292
 Start: 340 End: 124
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
818;340;124;9;;
819;124;124;9;;1
Pasenger : 293
 Start: 208 End: 195
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
820;208;195;4;;
821;195;195;4;;1
Pasenger : 294
 Start: 204 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
822;204;60;4;;
Pasenger : 295
 Start: 208 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
823;208;60;4;;
Pasenger : 296
 Start: 208 End: 195
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
824;208;195;4;;
825;195;195;4;;1
Pasenger : 297
 Start: 201 End: 112
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
826;201;413;4;;
827;413;411;; terminalbus;
828;411;112;9;;
829;112;112;9;;1
Pasenger : 298
 Start: 103 End: 129
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
830;103;415;6;;
831;415;411;; terminalbus;
832;411;129;9;;
833;129;129;9;;1
Pasenger : 299
 Start: 201 End: 155
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
834;201;413;4;;
835;413;415;; terminalbus;
836;415;155;6;;
837;155;155;6;;1
Pasenger : 300
 Start: 103 End: 155
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
838;103;155;6;;
839;155;155;6;;1
Pasenger : 301
 Start: 201 End: 125
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
840;201;413;4;;
841;413;411;; terminalbus;
842;411;125;9;;
843;125;125;9;;1
Pasenger : 302
 Start: 201 End: 192
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
844;201;192;4;;
845;192;192;4;;1
Pasenger : 303
 Start: 370 End: 190
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
846;370;190;4;;
847;190;190;4;;1
Pasenger : 304
 Start: 362 End: 177
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
848;362;177;3;;
849;177;177;3;;1
Pasenger : 305
 Start: 287 End: 311
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
850;287;414;10;;
851;414;411;; terminalbus;
852;411;136;9;;
853;136;136;9;;1
854;136;311;; airsidebus;
Pasenger : 306
 Start: 166 End: 195
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
855;166;412;3;;
856;412;413;; terminalbus;
857;413;195;4;;
858;195;195;4;;1
Pasenger : 307
 Start: 283 End: 195
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
859;283;414;10;;
860;414;413;; terminalbus;
861;413;195;4;;
862;195;195;4;;1
Pasenger : 308
 Start: 166 End: 195
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
863;166;412;3;;
864;412;413;; terminalbus;
865;413;195;4;;
866;195;195;4;;1
Pasenger : 309
 Start: 283 End: 195
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
867;283;414;10;;
868;414;413;; terminalbus;
869;413;195;4;;
870;195;195;4;;1
Pasenger : 310
 Start: 166 End: 195
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
871;166;412;3;;
872;412;413;; terminalbus;
873;413;195;4;;
874;195;195;4;;1
Pasenger : 311
 Start: 166 End: 195
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
875;166;412;3;;
876;412;413;; terminalbus;
877;413;195;4;;
878;195;195;4;;1
Pasenger : 312
 Start: 288 End: 192
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
879;288;414;10;;
880;414;413;; terminalbus;
881;413;192;4;;
882;192;192;4;;1
Pasenger : 313
 Start: 120 End: 125
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
883;120;415;6;;
884;415;411;; terminalbus;
885;411;125;9;;
886;125;125;9;;1
Pasenger : 314
 Start: 120 End: 125
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
887;120;415;6;;
888;415;411;; terminalbus;
889;411;125;9;;
890;125;125;9;;1
Pasenger : 315
 Start: 120 End: 130
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
891;120;415;6;;
892;415;411;; terminalbus;
893;411;130;9;;
894;130;130;9;;1
Pasenger : 316
 Start: 345 End: 106
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
895;345;106;9;;
896;106;106;9;;1
Pasenger : 317
 Start: 164 End: 208
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
897;164;412;3;;
898;412;413;; terminalbus;
899;413;208;4;;
900;208;208;4;;1
Pasenger : 318
 Start: 164 End: 208
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
901;164;412;3;;
902;412;413;; terminalbus;
903;413;208;4;;
904;208;208;4;;1
Pasenger : 319
 Start: 61 End: 243
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
905;61;243;10;;
906;243;243;10;;1
Pasenger : 321
 Start: 76 End: 60
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
907;76;27;; airsidebus;
908;27;60;3;;
Pasenger : 322
 Start: 71 End: 60
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
909;71;27;; airsidebus;
910;27;60;3;;
Pasenger : 323
 Start: 71 End: 152
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
911;71;27;; airsidebus;
912;27;412;3;;
913;412;415;; terminalbus;
914;415;152;6;;
915;152;152;6;;1
Pasenger : 324
 Start: 349 End: 133
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
916;349;133;9;;
917;133;133;9;;1
Pasenger : 325
 Start: 273 End: 60
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
918;273;64;; airsidebus;
919;64;60;9;;
Pasenger : 326
 Start: 170 End: 71
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
920;170;412;3;;
921;412;413;; terminalbus;
922;413;187;4;;
923;187;187;4;;1
924;187;71;; airsidebus;
Pasenger : 327
 Start: 273 End: 140
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
925;273;64;; airsidebus;
926;64;411;9;;
927;411;415;; terminalbus;
928;415;140;6;;
929;140;140;6;;1
Pasenger : 328
 Start: 273 End: 140
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
930;273;64;; airsidebus;
931;64;411;9;;
932;411;415;; terminalbus;
933;415;140;6;;
934;140;140;6;;1
Pasenger : 329
 Start: 170 End: 128
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
935;170;412;3;;
936;412;411;; terminalbus;
937;411;128;9;;
938;128;128;9;;1
Pasenger : 330
 Start: 366 End: 235
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
939;366;235;10;;
940;235;235;10;;1
Pasenger : 331
 Start: 338 End: 129
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
941;338;129;9;;
942;129;129;9;;1
Pasenger : 332
 Start: 107 End: 124
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
943;107;415;6;;
944;415;411;; terminalbus;
945;411;124;9;;
946;124;124;9;;1
Pasenger : 333
 Start: 107 End: 124
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
947;107;415;6;;
948;415;411;; terminalbus;
949;411;124;9;;
950;124;124;9;;1
Pasenger : 334
 Start: 107 End: 129
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
951;107;415;6;;
952;415;411;; terminalbus;
953;411;129;9;;
954;129;129;9;;1
Pasenger : 335
 Start: 107 End: 30
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
955;107;415;6;;
956;415;410;; terminalbus;
957;410;96;8;;
958;96;96;8;;1
959;96;30;; airsidebus;
Pasenger : 336
 Start: 107 End: 192
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
960;107;415;6;;
961;415;413;; terminalbus;
962;413;192;4;;
963;192;192;4;;1
Pasenger : 337
 Start: 339 End: 179
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
964;339;179;3;;
965;179;179;3;;1
Pasenger : 338
 Start: 365 End: 195
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
966;365;195;4;;
967;195;195;4;;1
Pasenger : 339
 Start: 296 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
968;296;60;10;;
Pasenger : 340
 Start: 296 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
969;296;60;10;;
Pasenger : 342
 Start: 296 End: 208
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
970;296;414;10;;
971;414;413;; terminalbus;
972;413;208;4;;
973;208;208;4;;1
Pasenger : 344
 Start: 60 End: 195
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
976;60;195;4;;
977;195;195;4;;1
Pasenger : 345
 Start: 340 End: 199
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
978;340;199;4;;
979;199;199;4;;1
Pasenger : 346
 Start: 309 End: 138
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
980;309;138;6;;
981;138;138;6;;1
Pasenger : 347
 Start: 309 End: 138
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
982;309;138;6;;
983;138;138;6;;1
Pasenger : 348
 Start: 309 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
984;309;60;6;;
Pasenger : 349
 Start: 309 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
985;309;60;6;;
Pasenger : 350
 Start: 182 End: 181
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
986;182;181;3;;
987;181;181;3;;1
Pasenger : 351
 Start: 162 End: 130
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
988;162;412;3;;
989;412;411;; terminalbus;
990;411;130;9;;
991;130;130;9;;1
Pasenger : 352
 Start: 162 End: 130
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
992;162;412;3;;
993;412;411;; terminalbus;
994;411;130;9;;
995;130;130;9;;1
Pasenger : 353
 Start: 340 End: 128
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
996;340;128;9;;
997;128;128;9;;1
Pasenger : 354
 Start: 349 End: 139
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
998;349;139;6;;
999;139;139;6;;1
Pasenger : 356
 Start: 340 End: 112
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
1002;340;112;9;;
1003;112;112;9;;1
Pasenger : 357
 Start: 362 End: 178
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
1004;362;178;3;;
1005;178;178;3;;1
Pasenger : 359
 Start: 168 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
1008;168;60;3;;
Pasenger : 360
 Start: 168 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
1009;168;60;3;;
Pasenger : 361
 Start: 168 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
1010;168;60;3;;
Pasenger : 362
 Start: 384 End: 70
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
1011;384;184;3;;
1012;184;184;3;;1
1013;184;70;; airsidebus;
Pasenger : 364
 Start: 170 End: 130
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
1016;170;412;3;;
1017;412;411;; terminalbus;
1018;411;130;9;;
1019;130;130;9;;1
Pasenger : 365
 Start: 125 End: 193
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
1020;125;411;9;;
1021;411;413;; terminalbus;
1022;413;193;4;;
1023;193;193;4;;1
Pasenger : 366
 Start: 125 End: 193
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
1024;125;411;9;;
1025;411;413;; terminalbus;
1026;413;193;4;;
1027;193;193;4;;1
Pasenger : 367
 Start: 200 End: 139
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
1028;200;413;4;;
1029;413;415;; terminalbus;
1030;415;139;6;;
1031;139;139;6;;1
Pasenger : 368
 Start: 200 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
1032;200;60;4;;
Pasenger : 369
 Start: 200 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
1033;200;60;4;;
Pasenger : 370
 Start: 200 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
1034;200;60;4;;
Pasenger : 371
 Start: 200 End: 128
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
1035;200;413;4;;
1036;413;411;; terminalbus;
1037;411;128;9;;
1038;128;128;9;;1
Pasenger : 372
 Start: 340 End: 121
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
1039;340;121;9;;
1040;121;121;9;;1
Pasenger : 373
 Start: 308 End: 61
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
1041;308;61;6;;
Pasenger : 374
 Start: 363 End: 32
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
1042;363;173;3;;
1043;173;173;3;;1
1044;173;32;; airsidebus;
Pasenger : 375
 Start: 178 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
1045;178;60;3;;
Pasenger : 376
 Start: 178 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
1046;178;60;3;;
Pasenger : 377
 Start: 346 End: 128
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
1047;346;128;9;;
1048;128;128;9;;1
Pasenger : 378
 Start: 298 End: 89
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
1049;298;415;6;;
1050;415;410;; terminalbus;
1051;410;89;8;;
1052;89;89;8;;1
Pasenger : 379
 Start: 298 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
1053;298;60;6;;
Pasenger : 380
 Start: 372 End: 208
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
1054;372;208;4;;
